Store,Date,Sales
359,2015-07-22,5497
359,2015-07-23,5786
359,2015-07-24,6220
359,2015-07-25,7288
359,2015-07-27,9184
359,2015-07-28,6265
359,2015-07-29,6550
359,2015-07-30,7694
359,2015-07-31,8544
360,2015-05-22,7979
360,2015-05-23,5403
360,2015-05-26,7150
360,2015-05-27,6153
360,2015-05-28,6480
360,2015-05-29,7936
360,2015-05-30,6088
360,2015-06-01,10732
360,2015-06-02,8462
360,2015-06-03,8013
360,2015-06-04,7797
360,2015-06-05,7869
360,2015-06-06,4954
360,2015-06-08,7600
360,2015-06-09,6358
360,2015-06-10,6396
360,2015-06-11,5765
360,2015-06-12,6087
360,2015-06-13,4785
360,2015-06-15,11325
360,2015-06-16,8346
360,2015-06-17,6971
360,2015-06-18,6709
360,2015-06-19,7989
360,2015-06-20,4530
360,2015-06-22,5820
360,2015-06-23,4841
360,2015-06-24,5625
360,2015-06-25,4973
360,2015-06-26,6301
360,2015-06-27,4603
360,2015-06-29,9784
360,2015-06-30,10344
360,2015-07-01,9541
360,2015-07-02,8995
360,2015-07-03,8564
360,2015-07-04,4206
360,2015-07-06,7271
360,2015-07-07,6324
360,2015-07-08,6303
360,2015-07-09,6021
360,2015-07-10,6419
360,2015-07-11,4444
360,2015-07-13,9932
360,2015-07-14,8201
360,2015-07-15,8549
360,2015-07-16,8675
360,2015-07-17,7859
360,2015-07-18,5157
360,2015-07-20,5939
360,2015-07-21,5668
360,2015-07-22,5398
360,2015-07-23,5742
360,2015-07-24,5863
360,2015-07-25,4835
360,2015-07-27,8797
360,2015-07-28,7343
360,2015-07-29,7971
360,2015-07-30,7854
360,2015-07-31,9135
361,2015-05-22,6684
361,2015-05-23,5658
361,2015-05-26,5182
361,2015-05-27,5031
361,2015-05-28,5762
361,2015-05-29,6977
361,2015-05-30,8130
361,2015-06-01,9096
361,2015-06-02,7251
361,2015-06-03,6737
361,2015-06-04,7179
361,2015-06-05,7597
361,2015-06-06,5908
361,2015-06-08,4809
361,2015-06-09,4140
361,2015-06-10,4198
361,2015-06-11,4971
361,2015-06-12,4865
361,2015-06-13,5303
361,2015-06-15,9393
361,2015-06-16,7639
361,2015-06-17,6693
361,2015-06-18,7162
361,2015-06-19,7584
361,2015-06-20,6055
361,2015-06-22,4389
361,2015-06-23,4143
361,2015-06-24,4304
361,2015-06-25,3934
361,2015-06-26,5532
361,2015-06-27,5787
361,2015-06-29,9397
361,2015-06-30,7355
361,2015-07-01,7499
361,2015-07-02,6825
361,2015-07-03,7422
361,2015-07-04,5414
361,2015-07-06,5059
361,2015-07-07,3861
361,2015-07-08,5259
361,2015-07-09,5590
361,2015-07-10,6243
361,2015-07-11,5501
361,2015-07-13,9453
361,2015-07-14,8189
361,2015-07-15,6884
361,2015-07-16,7055
361,2015-07-17,7648
361,2015-07-18,4738
361,2015-07-20,4510
361,2015-07-21,3799
361,2015-07-22,4374
361,2015-07-23,4892
361,2015-07-24,5103
361,2015-07-25,5393
361,2015-07-27,9890
361,2015-07-28,8005
361,2015-07-29,7426
361,2015-07-30,7894
361,2015-07-31,9806
362,2015-05-21,10023
362,2015-05-22,8880
362,2015-05-23,8698
362,2015-05-26,9177
362,2015-05-27,8272
362,2015-05-28,8569
362,2015-05-29,9085
362,2015-05-30,9980
362,2015-06-01,15509
362,2015-06-02,13449
362,2015-06-03,12194
362,2015-06-05,12432
362,2015-06-06,7597
362,2015-06-08,9086
362,2015-06-09,7479
362,2015-06-10,7287
362,2015-06-11,7280
362,2015-06-12,6891
362,2015-06-13,8152
362,2015-06-15,12526
362,2015-06-16,10949
362,2015-06-17,9862
362,2015-06-18,9218
362,2015-06-19,9421
362,2015-06-20,8852
362,2015-06-22,7957
362,2015-06-23,8291
362,2015-06-24,7949
362,2015-06-25,7838
362,2015-06-26,6846
362,2015-06-27,9039
362,2015-06-29,13955
362,2015-06-30,13554
362,2015-07-01,12183
362,2015-07-02,10677
362,2015-07-03,9192
362,2015-07-04,7420
362,2015-07-06,9037
362,2015-07-07,7136
362,2015-07-08,8251
362,2015-07-09,8225
362,2015-07-10,8203
362,2015-07-11,8292
362,2015-07-13,12724
362,2015-07-14,11198
362,2015-07-15,9927
362,2015-07-16,10174
362,2015-07-17,8884
362,2015-07-18,8321
362,2015-07-20,9675
362,2015-07-21,7806
362,2015-07-22,7590
362,2015-07-23,8109
362,2015-07-24,7635
362,2015-07-25,7797
362,2015-07-27,13639
362,2015-07-28,11703
362,2015-07-29,10191
362,2015-07-30,10216
362,2015-07-31,11686
363,2015-05-22,6864
363,2015-05-23,6486
363,2015-05-26,7285
363,2015-05-27,6812
363,2015-05-28,6763
363,2015-05-29,7860
363,2015-05-30,7375
363,2015-06-01,10871
363,2015-06-02,9740
363,2015-06-03,8241
363,2015-06-04,7776
363,2015-06-05,7573
363,2015-06-06,5636
363,2015-06-08,7335
363,2015-06-09,6428
363,2015-06-10,6011
363,2015-06-11,6601
363,2015-06-12,5593
363,2015-06-13,5681
363,2015-06-15,10584
363,2015-06-16,8498
363,2015-06-17,7915
363,2015-06-18,6994
363,2015-06-19,7399
363,2015-06-20,5911
363,2015-06-22,6407
363,2015-06-23,5348
363,2015-06-24,5720
363,2015-06-25,5948
363,2015-06-26,5316
363,2015-06-27,6169
363,2015-06-29,9771
363,2015-06-30,11288
363,2015-07-01,9576
363,2015-07-02,9226
363,2015-07-03,7979
363,2015-07-04,5936
363,2015-07-06,7801
363,2015-07-07,7069
363,2015-07-08,6565
363,2015-07-09,7370
363,2015-07-10,6435
363,2015-07-11,6421
363,2015-07-13,10694
363,2015-07-14,9086
363,2015-07-15,8566
363,2015-07-16,8323
363,2015-07-17,7583
363,2015-07-18,6691
363,2015-07-20,7459
363,2015-07-21,6208
363,2015-07-22,6395
363,2015-07-23,6574
363,2015-07-24,5778
363,2015-07-25,5365
363,2015-07-27,9480
363,2015-07-28,8591
363,2015-07-29,7193
363,2015-07-30,6942
363,2015-07-31,9564
364,2015-05-21,5607
364,2015-05-22,6040
364,2015-05-23,3416
364,2015-05-26,5476
364,2015-05-27,4974
364,2015-05-28,4829
364,2015-05-29,5778
364,2015-05-30,3492
364,2015-06-01,7029
364,2015-06-02,6205
364,2015-06-03,6530
364,2015-06-05,7076
364,2015-06-06,3733
364,2015-06-08,5385
364,2015-06-09,5076
364,2015-06-10,4292
364,2015-06-11,4365
364,2015-06-12,4672
364,2015-06-13,3438
364,2015-06-15,7493
364,2015-06-16,6335
364,2015-06-17,5890
364,2015-06-18,5802
364,2015-06-19,6168
364,2015-06-20,3415
364,2015-06-22,4500
364,2015-06-23,4443
364,2015-06-24,4731
364,2015-06-25,4278
364,2015-06-26,4100
364,2015-06-27,3949
364,2015-06-29,6883
364,2015-06-30,7041
364,2015-07-01,6066
364,2015-07-02,5286
364,2015-07-03,6215
364,2015-07-04,3547
364,2015-07-06,5660
364,2015-07-07,5109
364,2015-07-08,5321
364,2015-07-09,4591
364,2015-07-10,4816
364,2015-07-11,3155
364,2015-07-13,7186
364,2015-07-14,7019
364,2015-07-15,5728
364,2015-07-16,5584
364,2015-07-17,5178
364,2015-07-18,3833
364,2015-07-20,5831
364,2015-07-21,4591
364,2015-07-22,5227
364,2015-07-23,4998
364,2015-07-24,4640
364,2015-07-25,3273
364,2015-07-27,7468
364,2015-07-28,6908
364,2015-07-29,6250
364,2015-07-30,6250
364,2015-07-31,7160
365,2015-05-21,6093
365,2015-05-22,6571
365,2015-05-23,6126
365,2015-05-26,5331
365,2015-05-27,4044
365,2015-05-28,4487
365,2015-05-29,4788
365,2015-05-30,6200
365,2015-06-01,7383
365,2015-06-02,6623
365,2015-06-03,6306
365,2015-06-05,7665
365,2015-06-06,5486
365,2015-06-08,5329
365,2015-06-09,4351
365,2015-06-10,4560
365,2015-06-11,4036
365,2015-06-12,3917
365,2015-06-13,5342
365,2015-06-15,8110
365,2015-06-16,5848
365,2015-06-17,6215
365,2015-06-18,4991
365,2015-06-19,5466
365,2015-06-20,5718
365,2015-06-22,4051
365,2015-06-23,3614
365,2015-06-24,4125
365,2015-06-25,3969
365,2015-06-26,3911
365,2015-06-27,5688
365,2015-06-29,8148
365,2015-06-30,7652
365,2015-07-01,6304
365,2015-07-02,6098
365,2015-07-03,5939
365,2015-07-04,5685
365,2015-07-06,5015
365,2015-07-07,4490
365,2015-07-08,4693
365,2015-07-09,4728
365,2015-07-10,4268
365,2015-07-11,5942
365,2015-07-13,8043
365,2015-07-14,6719
365,2015-07-15,6741
365,2015-07-16,5971
365,2015-07-17,5630
365,2015-07-18,5408
365,2015-07-20,4588
365,2015-07-21,3624
365,2015-07-22,4187
365,2015-07-23,4361
365,2015-07-24,4232
365,2015-07-25,5151
365,2015-07-27,7667
365,2015-07-28,7191
365,2015-07-29,7340
365,2015-07-30,8197
365,2015-07-31,8742
366,2015-05-22,6445
366,2015-05-23,2995
366,2015-05-26,6775
366,2015-05-27,4922
366,2015-05-28,5787
366,2015-05-29,7745
366,2015-05-30,4205
366,2015-06-01,9813
366,2015-06-02,8409
366,2015-06-03,6920
366,2015-06-04,7258
366,2015-06-05,6649
366,2015-06-06,3317
366,2015-06-08,6033
366,2015-06-09,5729
366,2015-06-10,5413
366,2015-06-11,5307
366,2015-06-12,5538
366,2015-06-13,3545
366,2015-06-15,9460
366,2015-06-16,8376
366,2015-06-17,6526
366,2015-06-18,6190
366,2015-06-19,6636
366,2015-06-20,2736
366,2015-06-22,4543
366,2015-06-23,4476
366,2015-06-24,4853
366,2015-06-25,5337
366,2015-06-26,5560
366,2015-06-27,2644
366,2015-06-29,9447
366,2015-06-30,9335
366,2015-07-01,7156
366,2015-07-02,7953
366,2015-07-03,7100
366,2015-07-04,3429
366,2015-07-06,5824
366,2015-07-07,5282
366,2015-07-08,5259
366,2015-07-09,5422
366,2015-07-10,6430
366,2015-07-11,2781
366,2015-07-13,9896
366,2015-07-14,7915
366,2015-07-15,6770
366,2015-07-16,6985
366,2015-07-17,6394
366,2015-07-18,2888
366,2015-07-20,5862
366,2015-07-21,4906
366,2015-07-22,4734
366,2015-07-23,5309
366,2015-07-24,4831
366,2015-07-25,2712
366,2015-07-27,9385
366,2015-07-28,7249
366,2015-07-29,6350
366,2015-07-30,8215
366,2015-07-31,9155
367,2015-05-22,5732
367,2015-05-23,5184
367,2015-05-26,5019
367,2015-05-27,4312
367,2015-05-28,4659
367,2015-05-29,6249
367,2015-05-30,5807
367,2015-06-01,9874
367,2015-06-02,6824
367,2015-06-03,6570
367,2015-06-04,5994
367,2015-06-05,6183
367,2015-06-06,4788
367,2015-06-08,4725
367,2015-06-09,3952
367,2015-06-10,4334
367,2015-06-11,3987
367,2015-06-12,3847
367,2015-06-13,5821
367,2015-06-15,8925
367,2015-06-16,6138
367,2015-06-17,6604
367,2015-06-18,5183
367,2015-06-19,5899
367,2015-06-20,4645
367,2015-06-22,4136
367,2015-06-23,3836
367,2015-06-24,3551
367,2015-06-25,3794
367,2015-06-26,4103
367,2015-06-27,4631
367,2015-06-29,9824
367,2015-06-30,9158
367,2015-07-01,7233
367,2015-07-02,6021
367,2015-07-03,6091
367,2015-07-04,4750
367,2015-07-06,5145
367,2015-07-07,4198
367,2015-07-08,4908
367,2015-07-09,5007
367,2015-07-10,4893
367,2015-07-11,5174
367,2015-07-13,9283
367,2015-07-14,7015
367,2015-07-15,6759
367,2015-07-16,6204
367,2015-07-17,5908
367,2015-07-18,5158
367,2015-07-20,4143
367,2015-07-21,3736
367,2015-07-22,3598
367,2015-07-23,3753
367,2015-07-24,4134
367,2015-07-25,4197
367,2015-07-27,7788
367,2015-07-28,6346
367,2015-07-29,5890
367,2015-07-30,4945
367,2015-07-31,7514
368,2015-05-21,10990
368,2015-05-22,10100
368,2015-05-23,9480
368,2015-05-26,8046
368,2015-05-27,6812
368,2015-05-28,7594
368,2015-05-29,10117
368,2015-05-30,11019
368,2015-06-01,18082
368,2015-06-02,14158
368,2015-06-03,14308
368,2015-06-05,13556
368,2015-06-06,8584
368,2015-06-08,8820
368,2015-06-09,7085
368,2015-06-10,7906
368,2015-06-11,6819
368,2015-06-12,6376
368,2015-06-13,8763
368,2015-06-15,20141
368,2015-06-16,13080
368,2015-06-17,13468
368,2015-06-18,10709
368,2015-06-19,11665
368,2015-06-20,7548
368,2015-06-22,6698
368,2015-06-23,6851
368,2015-06-24,7320
368,2015-06-25,6589
368,2015-06-26,7292
368,2015-06-27,8240
368,2015-06-29,17036
368,2015-06-30,15351
368,2015-07-01,12302
368,2015-07-02,12056
368,2015-07-03,11044
368,2015-07-04,7118
368,2015-07-06,6038
368,2015-07-07,7548
368,2015-07-08,7892
368,2015-07-09,8275
368,2015-07-10,7655
368,2015-07-11,7870
368,2015-07-13,16951
368,2015-07-14,12139
368,2015-07-15,12117
368,2015-07-16,10446
368,2015-07-17,11431
368,2015-07-18,8798
368,2015-07-20,7833
368,2015-07-21,7497
368,2015-07-22,7268
368,2015-07-23,7167
368,2015-07-24,7140
368,2015-07-25,9064
368,2015-07-27,18878
368,2015-07-28,12868
368,2015-07-29,13674
368,2015-07-30,12314
368,2015-07-31,16556
369,2015-05-21,6538
369,2015-05-22,6837
369,2015-05-23,7051
369,2015-05-26,5933
369,2015-05-27,5499
369,2015-05-28,5644
369,2015-05-29,6413
369,2015-05-30,7906
369,2015-06-01,8074
369,2015-06-02,7539
369,2015-06-03,8212
369,2015-06-05,9809
369,2015-06-06,7076
369,2015-06-08,6049
369,2015-06-09,5643
369,2015-06-10,4713
369,2015-06-11,5220
369,2015-06-12,5520
369,2015-06-13,7704
369,2015-06-15,9108
369,2015-06-16,6857
369,2015-06-17,6419
369,2015-06-18,6085
369,2015-06-19,6576
369,2015-06-20,6805
369,2015-06-22,5152
369,2015-06-23,4549
369,2015-06-24,4286
369,2015-06-25,4701
369,2015-06-26,6051
369,2015-06-27,6431
369,2015-06-29,9896
369,2015-06-30,8172
369,2015-07-01,7079
369,2015-07-02,6793
369,2015-07-03,7804
369,2015-07-04,7020
369,2015-07-06,5760
369,2015-07-07,4867
369,2015-07-08,5829
369,2015-07-09,5903
369,2015-07-10,6125
369,2015-07-11,6596
369,2015-07-13,8787
369,2015-07-14,6776
369,2015-07-15,6237
369,2015-07-16,6259
369,2015-07-17,6684
369,2015-07-18,7471
369,2015-07-20,5401
369,2015-07-21,5205
369,2015-07-22,5131
369,2015-07-23,6123
369,2015-07-24,5901
369,2015-07-25,7264
369,2015-07-27,8315
369,2015-07-28,7269
369,2015-07-29,7510
369,2015-07-30,6986
369,2015-07-31,8495
370,2015-05-21,8998
370,2015-05-22,8527
370,2015-05-23,7183
370,2015-05-26,6698
370,2015-05-27,6422
370,2015-05-28,7616
370,2015-05-29,8308
370,2015-05-30,9146
370,2015-06-01,12736
370,2015-06-02,10042
370,2015-06-03,10862
370,2015-06-05,10105
370,2015-06-06,7238
370,2015-06-08,6991
370,2015-06-09,6263
370,2015-06-10,6234
370,2015-06-11,6580
370,2015-06-12,6733
370,2015-06-13,8397
370,2015-06-15,11683
370,2015-06-16,8698
370,2015-06-17,8990
370,2015-06-18,8380
370,2015-06-19,8345
370,2015-06-20,7654
370,2015-06-22,6636
370,2015-06-23,6021
370,2015-06-24,6061
370,2015-06-25,6974
370,2015-06-26,7122
370,2015-06-27,8279
370,2015-06-29,12543
370,2015-06-30,14142
370,2015-07-01,7460
370,2015-07-02,9323
370,2015-07-03,9300
370,2015-07-04,6174
370,2015-07-06,7567
370,2015-07-07,6661
370,2015-07-08,6863
370,2015-07-09,7132
370,2015-07-10,6812
370,2015-07-11,6973
370,2015-07-13,11090
370,2015-07-14,9819
370,2015-07-15,8007
370,2015-07-16,9407
370,2015-07-17,8112
370,2015-07-18,7198
370,2015-07-20,6076
370,2015-07-21,5288
370,2015-07-22,5881
370,2015-07-23,6632
370,2015-07-24,6167
370,2015-07-25,6305
370,2015-07-27,10719
370,2015-07-28,8896
370,2015-07-29,7145
370,2015-07-30,9120
370,2015-07-31,9747
371,2015-05-21,6816
371,2015-05-22,7367
371,2015-05-23,7137
371,2015-05-26,6252
371,2015-05-27,5115
371,2015-05-28,5822
371,2015-05-29,6354
371,2015-05-30,6266
371,2015-06-01,10536
371,2015-06-02,9567
371,2015-06-03,8908
371,2015-06-05,8981
371,2015-06-06,5910
371,2015-06-08,4876
371,2015-06-09,4598
371,2015-06-10,5327
371,2015-06-11,4396
371,2015-06-12,4963
371,2015-06-13,6609
371,2015-06-15,10510
371,2015-06-16,8888
371,2015-06-17,7312
371,2015-06-18,7341
371,2015-06-19,7750
371,2015-06-20,5798
371,2015-06-22,4859
371,2015-06-23,4444
371,2015-06-24,4209
371,2015-06-25,4578
371,2015-06-26,5175
371,2015-06-27,5765
371,2015-06-29,10190
371,2015-06-30,9621
371,2015-07-01,6899
371,2015-07-02,7563
371,2015-07-03,8066
371,2015-07-04,6145
371,2015-07-06,5945
371,2015-07-07,5530
371,2015-07-08,5461
371,2015-07-09,5957
371,2015-07-10,5128
371,2015-07-11,6251
371,2015-07-13,10991
371,2015-07-14,7859
371,2015-07-15,7921
371,2015-07-16,6889
371,2015-07-17,6567
371,2015-07-18,6202
371,2015-07-20,5619
371,2015-07-21,4781
371,2015-07-22,5069
371,2015-07-23,5317
371,2015-07-24,5071
371,2015-07-25,5887
371,2015-07-27,11324
371,2015-07-28,8826
371,2015-07-29,8294
371,2015-07-30,7633
371,2015-07-31,8360
372,2015-05-21,9493
372,2015-05-22,9195
372,2015-05-23,7985
372,2015-05-26,8809
372,2015-05-27,8266
372,2015-05-28,7888
372,2015-05-29,9934
372,2015-05-30,9437
372,2015-06-01,13798
372,2015-06-02,12284
372,2015-06-03,13208
372,2015-06-05,12072
372,2015-06-06,8611
372,2015-06-08,8929
372,2015-06-09,8201
372,2015-06-10,7280
372,2015-06-11,7833
372,2015-06-12,7550
372,2015-06-13,8598
372,2015-06-15,15664
372,2015-06-16,11864
372,2015-06-17,9142
372,2015-06-18,9694
372,2015-06-19,11136
372,2015-06-20,8681
372,2015-06-22,8564
372,2015-06-23,7899
372,2015-06-24,7555
372,2015-06-25,7181
372,2015-06-26,8122
372,2015-06-27,8809
372,2015-06-29,16425
372,2015-06-30,15550
372,2015-07-01,8726
372,2015-07-02,9381
372,2015-07-03,10290
372,2015-07-04,7190
372,2015-07-06,8341
372,2015-07-07,6976
372,2015-07-08,8287
372,2015-07-09,8586
372,2015-07-10,8160
372,2015-07-11,6716
372,2015-07-13,14036
372,2015-07-14,10388
372,2015-07-15,10271
372,2015-07-16,9774
372,2015-07-17,8676
372,2015-07-18,7563
372,2015-07-20,7909
372,2015-07-21,6555
372,2015-07-22,7141
372,2015-07-23,6924
372,2015-07-24,6908
372,2015-07-25,7047
372,2015-07-27,12463
372,2015-07-28,9644
372,2015-07-29,10047
372,2015-07-30,9867
372,2015-07-31,11470
373,2015-05-21,4670
373,2015-05-22,5884
373,2015-05-23,4997
373,2015-05-26,5056
373,2015-05-27,3479
373,2015-05-28,3783
373,2015-05-29,5198
373,2015-05-30,5089
373,2015-06-01,5581
373,2015-06-02,5623
373,2015-06-03,5648
373,2015-06-05,5714
373,2015-06-06,4470
373,2015-06-08,4549
373,2015-06-09,4648
373,2015-06-10,4198
373,2015-06-11,3670
373,2015-06-12,3415
373,2015-06-13,4116
373,2015-06-15,5511
373,2015-06-16,4718
373,2015-06-17,4461
373,2015-06-18,4633
373,2015-06-19,5564
373,2015-06-20,5123
373,2015-06-22,3995
373,2015-06-23,3609
373,2015-06-24,3917
373,2015-06-25,3743
373,2015-06-26,3847
373,2015-06-27,4372
373,2015-06-29,6555
373,2015-06-30,5120
373,2015-07-01,4999
373,2015-07-02,4909
373,2015-07-03,5245
373,2015-07-04,5077
373,2015-07-06,4082
373,2015-07-07,3121
373,2015-07-08,4535
373,2015-07-09,3969
373,2015-07-10,4359
373,2015-07-11,4632
373,2015-07-13,5517
373,2015-07-14,4765
373,2015-07-15,5100
373,2015-07-16,4256
373,2015-07-17,5785
373,2015-07-18,5079
373,2015-07-20,4419
373,2015-07-21,3374
373,2015-07-22,3724
373,2015-07-23,3883
373,2015-07-24,4564
373,2015-07-25,5016
373,2015-07-27,5649
373,2015-07-28,4863
373,2015-07-29,4893
373,2015-07-30,5028
373,2015-07-31,6621
374,2015-05-22,7808
374,2015-05-23,4463
374,2015-05-26,8315
374,2015-05-27,7250
374,2015-05-28,6569
374,2015-05-29,7701
374,2015-05-30,5590
374,2015-06-01,11029
374,2015-06-02,10029
374,2015-06-03,8103
374,2015-06-04,8773
374,2015-06-05,8204
374,2015-06-06,4386
374,2015-06-08,7893
374,2015-06-09,7277
374,2015-06-10,6647
374,2015-06-11,6370
374,2015-06-12,6842
374,2015-06-13,4490
374,2015-06-15,11209
374,2015-06-16,8718
374,2015-06-17,8756
374,2015-06-18,7417
374,2015-06-19,7420
374,2015-06-20,4165
374,2015-06-22,6641
374,2015-06-23,5518
374,2015-06-24,6315
374,2015-06-25,6116
374,2015-06-26,5951
374,2015-06-27,4530
374,2015-06-29,10392
374,2015-06-30,11148
374,2015-07-01,9532
374,2015-07-02,8654
374,2015-07-03,8894
374,2015-07-04,4498
374,2015-07-06,7517
374,2015-07-07,7104
374,2015-07-08,7031
374,2015-07-09,6353
374,2015-07-10,6643
374,2015-07-11,5123
374,2015-07-13,9598
374,2015-07-14,8458
374,2015-07-15,8736
374,2015-07-16,7607
374,2015-07-17,7665
374,2015-07-18,4325
374,2015-07-20,7291
374,2015-07-21,5774
374,2015-07-22,5711
374,2015-07-23,6723
374,2015-07-24,5729
374,2015-07-25,3872
374,2015-07-27,9187
374,2015-07-28,7569
374,2015-07-29,8138
374,2015-07-30,7271
374,2015-07-31,9062
375,2015-05-22,8747
375,2015-05-23,4307
375,2015-05-26,8767
375,2015-05-27,7581
375,2015-05-28,9624
375,2015-05-29,11528
375,2015-05-30,5301
375,2015-06-01,16517
375,2015-06-02,14249
375,2015-06-03,11477
375,2015-06-04,11295
375,2015-06-05,10626
375,2015-06-06,4423
375,2015-06-08,7007
375,2015-06-09,8417
375,2015-06-10,8095
375,2015-06-11,7665
375,2015-06-12,7462
375,2015-06-13,4079
375,2015-06-15,16118
375,2015-06-16,13671
375,2015-06-17,10962
375,2015-06-18,10729
375,2015-06-19,8513
375,2015-06-20,3833
375,2015-06-22,7052
375,2015-06-23,6970
375,2015-06-24,6719
375,2015-06-25,6713
375,2015-06-26,7280
375,2015-06-27,4518
375,2015-06-29,16145
375,2015-06-30,17316
375,2015-07-01,10606
375,2015-07-02,11748
375,2015-07-03,10088
375,2015-07-04,4757
375,2015-07-06,8659
375,2015-07-07,8560
375,2015-07-08,8402
375,2015-07-09,7516
375,2015-07-10,9574
375,2015-07-11,4504
375,2015-07-13,15094
375,2015-07-14,13094
375,2015-07-15,11144
375,2015-07-16,10964
375,2015-07-17,9400
375,2015-07-18,4305
375,2015-07-20,7802
375,2015-07-21,8017
375,2015-07-22,6618
375,2015-07-23,8526
375,2015-07-24,7159
375,2015-07-25,3806
375,2015-07-27,15191
375,2015-07-28,12618
375,2015-07-29,10658
375,2015-07-30,11497
375,2015-07-31,13241
376,2015-05-22,8990
376,2015-05-23,6626
376,2015-05-26,8616
376,2015-05-27,6543
376,2015-05-28,7080
376,2015-05-29,8091
376,2015-05-30,8152
376,2015-06-01,13775
376,2015-06-02,11617
376,2015-06-03,10147
376,2015-06-04,10309
376,2015-06-05,9353
376,2015-06-06,6194
376,2015-06-08,7352
376,2015-06-09,7516
376,2015-06-10,6023
376,2015-06-11,6358
376,2015-06-12,6225
376,2015-06-13,5460
376,2015-06-15,13773
376,2015-06-16,10936
376,2015-06-17,9512
376,2015-06-18,8929
376,2015-06-19,8589
376,2015-06-20,5858
376,2015-06-22,6663
376,2015-06-23,5341
376,2015-06-24,6171
376,2015-06-25,5994
376,2015-06-26,5790
376,2015-06-27,6074
376,2015-06-29,13562
376,2015-06-30,12858
376,2015-07-01,11038
376,2015-07-02,9778
376,2015-07-03,9469
376,2015-07-04,5852
376,2015-07-06,7917
376,2015-07-07,6696
376,2015-07-08,7135
376,2015-07-09,7134
376,2015-07-10,6522
376,2015-07-11,6381
376,2015-07-13,12067
376,2015-07-14,9658
376,2015-07-15,11044
376,2015-07-16,9431
376,2015-07-17,8455
376,2015-07-18,6393
376,2015-07-20,7786
376,2015-07-21,6086
376,2015-07-22,5963
376,2015-07-23,5807
376,2015-07-24,6484
376,2015-07-25,5566
376,2015-07-27,11209
376,2015-07-28,9719
376,2015-07-29,9225
376,2015-07-30,8327
376,2015-07-31,11300
377,2015-05-22,8201
377,2015-05-23,6434
377,2015-05-26,7844
377,2015-05-27,6443
377,2015-05-28,8099
377,2015-05-29,9841
377,2015-05-30,7973
377,2015-06-01,12132
377,2015-06-02,10146
377,2015-06-03,9593
377,2015-06-04,9428
377,2015-06-05,9268
377,2015-06-06,6563
377,2015-06-08,8143
377,2015-06-09,7511
377,2015-06-10,6078
377,2015-06-11,6676
377,2015-06-12,6255
377,2015-06-13,5862
377,2015-06-15,11348
377,2015-06-16,10263
377,2015-06-17,8237
377,2015-06-18,8380
377,2015-06-19,8498
377,2015-06-20,6224
377,2015-06-22,6667
377,2015-06-23,7012
377,2015-06-24,6113
377,2015-06-25,6322
377,2015-06-26,7132
377,2015-06-27,6070
377,2015-06-29,11114
377,2015-06-30,14116
377,2015-07-01,10801
377,2015-07-02,9697
377,2015-07-03,9300
377,2015-07-04,5648
377,2015-07-06,7697
377,2015-07-07,8060
377,2015-07-08,6214
377,2015-07-09,8172
377,2015-07-10,8011
377,2015-07-11,6893
377,2015-07-13,11286
377,2015-07-14,10000
377,2015-07-15,8820
377,2015-07-16,11031
377,2015-07-17,8510
377,2015-07-18,6598
377,2015-07-20,7675
377,2015-07-21,7744
377,2015-07-22,6367
377,2015-07-23,7034
377,2015-07-24,6983
377,2015-07-25,5312
377,2015-07-27,10559
377,2015-07-28,9391
377,2015-07-29,9088
377,2015-07-30,9044
377,2015-07-31,14940
378,2015-05-21,6821
378,2015-05-22,6539
378,2015-05-23,6937
378,2015-05-26,6858
378,2015-05-27,5478
378,2015-05-28,6686
378,2015-05-29,7343
378,2015-05-30,7194
378,2015-06-01,10981
378,2015-06-02,9065
378,2015-06-03,7653
378,2015-06-05,9463
378,2015-06-06,6513
378,2015-06-08,6319
378,2015-06-09,6313
378,2015-06-10,6106
378,2015-06-11,6236
378,2015-06-12,5288
378,2015-06-13,6699
378,2015-06-15,10297
378,2015-06-16,9112
378,2015-06-17,7822
378,2015-06-18,6970
378,2015-06-19,5994
378,2015-06-20,6469
378,2015-06-22,5428
378,2015-06-23,5641
378,2015-06-24,5623
378,2015-06-25,6247
378,2015-06-26,5846
378,2015-06-27,6573
378,2015-06-29,10392
378,2015-06-30,10069
378,2015-07-01,8340
378,2015-07-02,7677
378,2015-07-03,6839
378,2015-07-04,5367
378,2015-07-06,7386
378,2015-07-07,5815
378,2015-07-08,5373
378,2015-07-09,6547
378,2015-07-10,6181
378,2015-07-11,5382
378,2015-07-13,8052
378,2015-07-14,8232
378,2015-07-15,7987
378,2015-07-16,7652
378,2015-07-17,5886
378,2015-07-18,6825
378,2015-07-20,6228
378,2015-07-21,6404
378,2015-07-22,5661
378,2015-07-23,5865
378,2015-07-24,5493
378,2015-07-25,4473
378,2015-07-27,8228
378,2015-07-28,8469
378,2015-07-29,6428
378,2015-07-30,8125
378,2015-07-31,8828
379,2015-05-22,4279
379,2015-05-23,3779
379,2015-05-26,4239
379,2015-05-27,3800
379,2015-05-28,3532
379,2015-05-29,5170
379,2015-05-30,3937
379,2015-06-01,7787
379,2015-06-02,5099
379,2015-06-03,4952
379,2015-06-04,4311
379,2015-06-05,4405
379,2015-06-06,3124
379,2015-06-08,4109
379,2015-06-09,3575
379,2015-06-10,3574
